,Date,DFF,Inflation_Rate, Open_Dow, High_Dow, Low_Dow, Close_Dow,Average_Dow, Open_Nasdaq, High_Nasdaq, Low_Nasdaq, Close_Nasdaq,Average_Nasdaq, Open_S&P, High_S&P, Low_S&P, Close_S&P,Average_S&P
2521,8/31/17,1.07,1.76,25560.21,25560.21,25560.21,25560.21,25560.21,6385.8,6435.27,6383.58,6428.66,6407.23,2462.65,2475.01,2462.65,2471.65,2467.15
2522,9/1/17,1.16,1.79,25624.67,25624.67,25624.67,25624.67,25624.67,6442.17,6449.65,6417.87,6435.33,6438.75,2474.42,2480.38,2473.85,2476.55,2475.485
2524,9/5/17,1.16,1.77,25418.33,25418.33,25418.33,25418.33,25418.33,6414.82,6426.52,6334.59,6375.57,6395.195,2470.35,2471.97,2446.55,2457.85,2464.1
2525,9/6/17,1.16,1.78,25489.83,25489.83,25489.83,25489.83,25489.83,6394.35,6407.4,6356.2,6393.31,6393.83,2463.83,2469.64,2459.2,2465.54,2464.685
2526,9/7/17,1.16,1.79,25472.04,25472.04,25472.04,25472.04,25472.04,6402.94,6413.07,6379.81,6397.87,6400.405,2468.06,2468.62,2460.29,2465.1,2466.58
2527,9/8/17,1.16,1.81,25444.35,25444.35,25444.35,25444.35,25444.35,6389.65,6391.41,6354.96,6360.19,6374.92,2462.25,2467.11,2459.4,2461.43,2461.84
2528,9/11/17,1.16,1.83,25721.67,25721.67,25721.67,25721.67,25721.67,6411.18,6439.11,6410.71,6432.26,6421.72,2474.52,2488.95,2474.52,2488.11,2481.315
2529,9/12/17,1.16,1.84,25819.08,25819.08,25819.08,25819.08,25819.08,6448.81,6455.02,6429.54,6454.28,6451.545,2491.94,2496.77,2490.37,2496.48,2494.21
2530,9/13/17,1.16,1.85,25836.84,25836.84,25836.84,25836.84,25836.84,6440.72,6460.42,6433.2,6460.19,6450.455,2493.89,2498.37,2492.14,2498.37,2496.13
2531,9/14/17,1.16,1.85,25809.05,25809.05,25809.05,25809.05,25809.05,6439.46,6455.32,6424.04,6429.08,6434.27,2494.56,2498.43,2491.35,2495.62,2495.09
2532,9/15/17,1.16,1.85,25865.74,25865.74,25865.74,25865.74,25865.74,6426.16,6464.27,6419.65,6448.47,6437.3150000000005,2495.67,2500.23,2493.16,2500.23,2497.95
2533,9/18/17,1.16,1.87,25922.02,25922.02,25922.02,25922.02,25922.02,6460.1,6477.77,6438.41,6454.64,6457.370000000001,2502.51,2508.32,2499.92,2503.87,2503.19
2534,9/19/17,1.16,1.87,25942.72,25942.72,25942.72,25942.72,25942.72,6465.57,6467.79,6446.75,6461.32,6463.445,2506.29,2507.84,2503.19,2506.65,2506.4700000000003
2535,9/20/17,1.16,1.85,25972.08,25972.08,25972.08,25972.08,25972.08,6459.74,6466.05,6414.23,6456.04,6457.889999999999,2506.84,2508.85,2496.67,2508.24,2507.54
2536,9/21/17,1.16,1.83,25897.78,25897.78,25897.78,25897.78,25897.78,6448.57,6448.57,6405.3,6422.69,6435.629999999999,2507.16,2507.16,2499.0,2500.6,2503.88
2537,9/22/17,1.16,1.84,25926.82,25926.82,25926.82,25926.82,25926.82,6401.44,6429.54,6400.82,6426.92,6414.18,2497.26,2503.47,2496.54,2502.22,2499.74
2538,9/25/17,1.16,1.84,25876.47,25876.47,25876.47,25876.47,25876.47,6403.11,6408.06,6343.96,6370.59,6386.85,2499.39,2502.54,2488.03,2496.66,2498.0249999999996
2539,9/26/17,1.16,1.84,25884.95,25884.95,25884.95,25884.95,25884.95,6391.85,6405.0,6364.57,6380.16,6386.005,2501.04,2503.51,2495.12,2496.84,2498.94
2540,9/27/17,1.16,1.87,26024.95,26024.95,26024.95,26024.95,26024.95,6414.37,6472.65,6405.35,6453.26,6433.8150000000005,2503.3,2511.75,2495.91,2507.04,2505.17
2541,9/28/17,1.16,1.87,26058.55,26058.55,26058.55,26058.55,26058.55,6437.96,6456.23,6427.66,6453.45,6445.705,2503.41,2510.81,2502.93,2510.06,2506.7349999999997
2542,9/29/17,1.06,1.84,26148.54,26148.54,26148.54,26148.54,26148.54,6461.28,6497.98,6454.85,6495.96,6478.62,2509.96,2519.44,2507.99,2519.36,2514.66
2543,10/2/17,1.16,1.83,26274.91,26274.91,26274.91,26274.91,26274.91,6506.08,6527.22,6484.14,6516.72,6511.4,2521.2,2529.23,2520.4,2529.12,2525.16
2544,10/3/17,1.16,1.84,26332.87,26332.87,26332.87,26332.87,26332.87,6523.74,6532.18,6509.71,6531.71,6527.725,2530.34,2535.13,2528.85,2534.58,2532.46
2545,10/4/17,1.16,1.85,26358.08,26358.08,26358.08,26358.08,26358.08,6521.96,6546.46,6513.12,6534.63,6528.295,2533.48,2540.53,2531.8,2537.74,2535.6099999999997
2546,10/5/17,1.16,1.86,26496.16,26496.16,26496.16,26496.16,26496.16,6552.87,6587.21,6547.65,6585.36,6569.115,2540.86,2552.51,2540.02,2552.07,2546.465
2547,10/6/17,1.16,1.87,26467.35,26467.35,26467.35,26467.35,26467.35,6566.95,6590.18,6566.84,6590.18,6578.5650000000005,2547.44,2549.41,2543.79,2549.33,2548.385
2548,10/9/17,1.16,.,26409.76,26409.76,26409.76,26409.76,26409.76,6597.37,6599.34,6572.44,6579.73,6588.549999999999,2551.39,2551.82,2541.6,2544.73,2548.06
2549,10/10/17,1.16,1.88,26469.36,26469.36,26469.36,26469.36,26469.36,6602.49,6608.3,6561.78,6587.25,6594.87,2549.99,2555.23,2544.86,2550.64,2550.3149999999996
2550,10/11/17,1.16,1.89,26510.39,26510.39,26510.39,26510.39,26510.39,6586.73,6604.21,6577.98,6603.55,6595.139999999999,2550.62,2555.24,2547.95,2555.24,2552.93
2551,10/12/17,1.16,1.89,26470.1,26470.1,26470.1,26470.1,26470.1,6594.76,6613.5,6586.32,6591.51,6593.135,2552.88,2555.33,2548.31,2550.93,2551.9049999999997
2552,10/13/17,1.16,1.85,26485.98,26485.98,26485.98,26485.98,26485.98,6613.21,6616.58,6602.19,6605.8,6609.505,2555.66,2557.65,2552.09,2553.17,2554.415
2553,10/16/17,1.16,1.84,26525.47,26525.47,26525.47,26525.47,26525.47,6622.55,6632.5,6607.03,6624.0,6623.275,2555.57,2559.47,2552.64,2557.64,2556.605
2554,10/17/17,1.16,1.82,26530.34,26530.34,26530.34,26530.34,26530.34,6621.42,6628.6,6613.21,6623.66,6622.54,2557.17,2559.71,2554.69,2559.36,2558.2650000000003
2555,10/18/17,1.16,1.84,26557.95,26557.95,26557.95,26557.95,26557.95,6634.26,6635.52,6613.55,6624.22,6629.24,2562.87,2564.11,2559.67,2561.26,2562.065
2556,10/19/17,1.16,1.84,26561.57,26561.57,26561.57,26561.57,26561.57,6583.7,6605.29,6558.53,6605.07,6594.385,2553.39,2562.36,2547.92,2562.1,2557.745
2557,10/20/17,1.16,1.87,26697.94,26697.94,26697.94,26697.94,26697.94,6633.37,6640.03,6622.92,6629.05,6631.21,2567.56,2575.44,2567.56,2575.21,2571.385
2558,10/23/17,1.16,1.86,26578.9,26578.9,26578.9,26578.9,26578.9,6641.57,6641.57,6581.15,6586.83,6614.2,2578.08,2578.29,2564.33,2564.98,2571.5299999999997
2559,10/24/17,1.16,1.87,26623.82,26623.82,26623.82,26623.82,26623.82,6598.6,6611.91,6582.06,6598.43,6598.515,2568.66,2572.18,2565.58,2569.13,2568.895
2560,10/25/17,1.16,1.88,26493.79,26493.79,26493.79,26493.79,26493.79,6587.22,6600.65,6517.93,6563.89,6575.555,2566.52,2567.4,2544.0,2557.15,2561.835
2561,10/26/17,1.16,1.89,26537.83,26537.83,26537.83,26537.83,26537.83,6567.59,6582.76,6550.03,6556.77,6562.18,2560.08,2567.07,2559.8,2560.4,2560.24
2562,10/27/17,1.16,1.88,26743.96,26743.96,26743.96,26743.96,26743.96,6635.03,6708.13,6625.78,6701.26,6668.145,2570.26,2582.98,2565.94,2581.07,2575.665
2563,10/30/17,1.16,1.87,26636.29,26636.29,26636.29,26636.29,26636.29,6693.77,6727.39,6677.15,6698.96,6696.365,2577.75,2580.03,2568.25,2572.83,2575.29
2564,10/31/17,1.07,1.88,26687.97,26687.97,26687.97,26687.97,26687.97,6713.71,6737.75,6705.79,6727.67,6720.6900000000005,2575.99,2578.29,2572.15,2575.26,2575.625
2565,11/1/17,1.16,1.88,26706.22,26706.22,26706.22,26706.22,26706.22,6758.64,6759.66,6691.48,6716.53,6737.585,2583.21,2588.4,2574.92,2579.36,2581.285
2566,11/2/17,1.16,1.87,26714.24,26714.24,26714.24,26714.24,26714.24,6709.39,6719.97,6677.55,6714.94,6712.165,2579.46,2581.11,2566.17,2579.85,2579.6549999999997
2567,11/3/17,1.16,1.86,26789.0,26789.0,26789.0,26789.0,26789.0,6737.09,6765.14,6712.93,6764.44,6750.764999999999,2581.93,2588.42,2576.77,2587.84,2584.885
2568,11/6/17,1.16,1.86,26830.6,26830.6,26830.6,26830.6,26830.6,6763.3,6790.66,6763.17,6786.44,6774.87,2587.47,2593.38,2585.66,2591.13,2589.3
2569,11/7/17,1.16,1.88,26786.83,26786.83,26786.83,26786.83,26786.83,6785.44,6795.52,6750.34,6767.78,6776.61,2592.11,2597.02,2584.35,2590.64,2591.375
2570,11/8/17,1.16,1.87,26825.65,26825.65,26825.65,26825.65,26825.65,6764.85,6791.66,6753.34,6789.12,6776.985000000001,2588.71,2595.47,2585.02,2594.38,2591.545
2571,11/9/17,1.16,1.87,26719.1,26719.1,26719.1,26719.1,26719.1,6737.45,6758.93,6687.28,6750.05,6743.75,2584.0,2586.5,2566.33,2584.62,2584.31
2572,11/10/17,1.16,1.88,26704.08,26704.08,26704.08,26704.08,26704.08,6736.39,6757.34,6727.34,6750.94,6743.665,2580.18,2583.81,2575.57,2582.3,2581.24
2573,11/13/17,1.16,1.88,26727.72,26727.72,26727.72,26727.72,26727.72,6727.39,6766.3,6723.43,6757.6,6742.495000000001,2576.53,2587.66,2574.48,2584.84,2580.6850000000004
2574,11/14/17,1.16,1.87,26664.02,26664.02,26664.02,26664.02,26664.02,6733.87,6743.63,6709.27,6737.87,6735.87,2577.75,2579.66,2566.56,2578.87,2578.31
2575,11/15/17,1.16,1.85,26521.2,26521.2,26521.2,26521.2,26521.2,6700.68,6725.32,6667.31,6706.21,6703.445,2569.45,2572.84,2557.45,2564.62,2567.035
2576,11/16/17,1.16,1.84,26756.16,26756.16,26756.16,26756.16,26756.16,6742.34,6806.67,6742.34,6793.29,6767.8150000000005,2572.95,2590.09,2572.95,2585.64,2579.295
2577,11/17/17,1.16,1.86,26718.22,26718.22,26718.22,26718.22,26718.22,6794.45,6797.75,6777.43,6782.79,6788.62,2582.94,2583.96,2577.62,2578.85,2580.895
2578,11/20/17,1.16,1.85,26769.55,26769.55,26769.55,26769.55,26769.55,6789.28,6795.83,6779.48,6790.71,6789.995,2579.49,2584.64,2578.24,2582.14,2580.8149999999996
2579,11/21/17,1.16,1.84,26954.41,26954.41,26954.41,26954.41,26954.41,6820.55,6862.66,6820.02,6862.48,6841.514999999999,2589.17,2601.19,2589.17,2599.03,2594.1000000000004
2580,11/22/17,1.16,1.84,26936.0,26936.0,26936.0,26936.0,26936.0,6869.53,6874.52,6859.28,6867.36,6868.445,2600.31,2600.94,2595.23,2597.08,2598.6949999999997
2582,11/24/17,1.16,1.84,26990.54,26990.54,26990.54,26990.54,26990.54,6878.11,6890.02,6873.74,6889.16,6883.635,2600.42,2604.21,2600.42,2602.42,2601.42
2583,11/27/17,1.16,1.83,26963.15,26963.15,26963.15,26963.15,26963.15,6889.91,6897.43,6867.9,6878.52,6884.215,2602.66,2606.41,2598.87,2601.42,2602.04
2584,11/28/17,1.16,1.84,27236.39,27236.39,27236.39,27236.39,27236.39,6893.72,6914.19,6866.21,6912.36,6903.04,2605.94,2627.69,2605.44,2627.04,2616.49
2585,11/29/17,1.16,1.84,27232.91,27232.91,27232.91,27232.91,27232.91,6907.28,6908.33,6793.95,6824.39,6865.835,2627.82,2634.89,2620.32,2626.07,2626.945
2586,11/30/17,1.07,1.86,27433.82,27433.82,27433.82,27433.82,27433.82,6852.8,6888.65,6838.48,6873.97,6863.385,2633.93,2657.74,2633.93,2647.58,2640.755
2587,12/1/17,1.16,1.86,27375.9,27375.9,27375.9,27375.9,27375.9,6844.04,6872.18,6737.16,6847.59,6845.8150000000005,2645.1,2650.62,2605.52,2642.22,2643.66
2588,12/4/17,1.16,1.87,27336.03,27336.03,27336.03,27336.03,27336.03,6897.14,6899.23,6770.69,6775.37,6836.255,2657.19,2665.19,2639.03,2639.44,2648.315
2589,12/5/17,1.16,1.86,27215.37,27215.37,27215.37,27215.37,27215.37,6759.14,6836.45,6752.32,6762.21,6760.675,2639.78,2648.72,2627.73,2629.57,2634.675
2590,12/6/17,1.16,1.86,27191.81,27191.81,27191.81,27191.81,27191.81,6742.07,6787.42,6734.13,6776.38,6759.225,2626.24,2634.41,2624.75,2629.27,2627.755
2591,12/7/17,1.16,1.87,27295.05,27295.05,27295.05,27295.05,27295.05,6785.74,6829.28,6778.2,6812.84,6799.29,2628.38,2640.99,2626.53,2636.98,2632.6800000000003
2592,12/8/17,1.16,1.88,27435.24,27435.24,27435.24,27435.24,27435.24,6859.94,6870.48,6831.61,6840.08,6850.01,2646.21,2651.65,2644.1,2651.5,2648.855
2593,12/11/17,1.16,1.88,27508.61,27508.61,27508.61,27508.61,27508.61,6847.64,6879.8,6844.88,6875.08,6861.360000000001,2652.19,2660.33,2651.47,2659.99,2656.09
2594,12/12/17,1.17,1.89,27533.39,27533.39,27533.39,27533.39,27533.39,6872.72,6884.81,6856.3,6862.32,6867.52,2661.73,2669.72,2659.78,2664.11,2662.92
2595,12/13/17,1.17,1.88,27530.89,27530.89,27530.89,27530.89,27530.89,6880.41,6897.62,6871.87,6875.8,6878.105,2667.59,2671.88,2662.85,2662.85,2665.2200000000003
2596,12/14/17,1.41,1.87,27399.03,27399.03,27399.03,27399.03,27399.03,6887.39,6901.13,6851.63,6856.53,6871.96,2665.87,2668.09,2652.01,2652.01,2658.94
2597,12/15/17,1.41,1.88,27656.76,27656.76,27656.76,27656.76,27656.76,6871.55,6945.82,6871.45,6936.58,6904.0650000000005,2660.63,2679.63,2659.14,2675.81,2668.2200000000003
2598,12/18/17,1.42,1.89,27830.03,27830.03,27830.03,27830.03,27830.03,6980.4,7003.89,6975.54,6994.76,6987.58,2685.92,2694.97,2685.92,2690.16,2688.04
2599,12/19/17,1.42,1.91,27727.71,27727.71,27727.71,27727.71,27727.71,6991.25,6995.88,6951.49,6963.85,6977.55,2692.71,2694.44,2680.74,2681.47,2687.09
2600,12/20/17,1.42,1.92,27715.94,27715.94,27715.94,27715.94,27715.94,6991.26,6991.25,6935.42,6960.96,6976.110000000001,2688.18,2691.01,2676.11,2679.25,2683.715
2601,12/21/17,1.42,1.93,27780.67,27780.67,27780.67,27780.67,27780.67,6972.88,6992.63,6961.2,6965.36,6969.12,2683.02,2692.64,2682.4,2684.57,2683.795
2602,12/22/17,1.42,1.94,27768.12,27768.12,27768.12,27768.12,27768.12,6958.02,6962.26,6944.44,6959.96,6958.99,2684.22,2685.35,2678.13,2683.34,2683.7799999999997
2604,12/26/17,1.42,1.94,27747.37,27747.37,27747.37,27747.37,27747.37,6928.92,6942.14,6915.56,6936.25,6932.585,2679.09,2682.74,2677.96,2680.5,2679.795
2605,12/27/17,1.42,1.94,27767.04,27767.04,27767.04,27767.04,27767.04,6941.45,6955.38,6931.34,6939.34,6940.395,2682.1,2685.64,2678.91,2682.62,2682.3599999999997
2606,12/28/17,1.42,1.96,27824.47,27824.47,27824.47,27824.47,27824.47,6953.38,6954.81,6936.75,6950.16,6951.77,2686.1,2687.66,2682.69,2687.54,2686.8199999999997
2607,12/29/17,1.33,1.96,27673.19,27673.19,27673.19,27673.19,27673.19,6952.61,6954.98,6903.39,6903.39,6928.0,2689.15,2692.12,2673.61,2673.61,2681.38
2609,1/2/18,1.42,2,27902.33,27902.33,27902.33,27902.33,27902.33,6937.65,7006.91,6924.08,7006.9,6972.275,2683.73,2695.89,2682.36,2695.81,2689.77
2610,1/3/18,1.42,1.98,28065.91,28065.91,28065.91,28065.91,28065.91,7017.07,7069.15,7016.7,7065.53,7041.299999999999,2697.85,2714.37,2697.77,2713.06,2705.455
2611,1/4/18,1.42,2.01,28167.8,28167.8,28167.8,28167.8,28167.8,7089.5,7098.05,7072.38,7077.91,7083.705,2719.31,2729.29,2719.07,2723.99,2721.6499999999996
2612,1/5/18,1.42,2.01,28349.31,28349.31,28349.31,28349.31,28349.31,7105.74,7137.04,7097.08,7136.56,7121.15,2731.33,2743.45,2727.92,2743.15,2737.24
2613,1/8/18,1.42,2.02,28402.35,28402.35,28402.35,28402.35,28402.35,7135.38,7161.35,7124.09,7157.39,7146.385,2742.67,2748.51,2737.6,2747.71,2745.19
2614,1/9/18,1.42,2.03,28429.3,28429.3,28429.3,28429.3,28429.3,7174.19,7181.14,7148.3,7163.58,7168.885,2751.15,2759.14,2747.86,2751.29,2751.2200000000003
2615,1/10/18,1.42,2.03,28396.0,28396.0,28396.0,28396.0,28396.0,7129.83,7154.24,7111.52,7153.57,7141.7,2745.55,2750.8,2736.06,2748.23,2746.8900000000003
2616,1/11/18,1.42,2,28632.82,28632.82,28632.82,28632.82,28632.82,7168.73,7211.78,7163.23,7211.78,7190.254999999999,2752.97,2767.56,2752.78,2767.56,2760.265
2617,1/12/18,1.42,2.01,28806.69,28806.69,28806.69,28806.69,28806.69,7208.17,7265.26,7205.18,7261.06,7234.615,2770.18,2787.85,2769.64,2786.24,2778.21
2619,1/16/18,1.42,2.03,28673.51,28673.51,28673.51,28673.51,28673.51,7307.19,7330.33,7205.93,7223.69,7265.44,2798.96,2807.54,2768.64,2776.42,2787.69
2620,1/17/18,1.42,2.04,28938.07,28938.07,28938.07,28938.07,28938.07,7257.77,7309.36,7229.32,7298.28,7278.025,2784.99,2807.04,2778.38,2802.56,2793.7749999999996
2621,1/18/18,1.42,2.05,28878.55,28878.55,28878.55,28878.55,28878.55,7293.65,7313.9,7276.11,7296.05,7294.85,2802.4,2805.83,2792.56,2798.03,2800.215
2622,1/19/18,1.42,2.06,29039.32,29039.32,29039.32,29039.32,29039.32,7312.0,7336.38,7297.28,7336.38,7324.1900000000005,2802.6,2810.33,2798.08,2810.3,2806.45
2623,1/22/18,1.42,2.06,29267.12,29267.12,29267.12,29267.12,29267.12,7338.04,7408.03,7332.81,7408.03,7373.035,2809.16,2833.03,2808.12,2832.97,2821.0649999999996
2624,1/23/18,1.42,2.06,29338.5,29338.5,29338.5,29338.5,29338.5,7424.95,7465.4,7423.18,7460.29,7442.62,2835.05,2842.24,2830.59,2839.13,2837.09
2625,1/24/18,1.42,2.07,29302.24,29302.24,29302.24,29302.24,29302.24,7474.16,7486.32,7376.75,7415.06,7444.610000000001,2845.42,2852.97,2824.81,2837.54,2841.48
2626,1/25/18,1.42,2.07,29317.39,29317.39,29317.39,29317.39,29317.39,7457.94,7458.53,7388.58,7411.16,7434.549999999999,2846.24,2848.56,2830.94,2839.25,2842.745
2627,1/26/18,1.42,2.09,29630.47,29630.47,29630.47,29630.47,29630.47,7448.33,7505.77,7431.22,7505.77,7477.05,2847.48,2872.87,2846.18,2872.87,2860.175
2628,1/29/18,1.42,2.09,29429.83,29429.83,29429.83,29429.83,29429.83,7484.47,7500.6,7455.55,7466.51,7475.49,2867.23,2870.62,2851.48,2853.53,2860.38
2629,1/30/18,1.42,2.1,29114.81,29114.81,29114.81,29114.81,29114.81,7388.89,7433.65,7373.99,7402.48,7395.6849999999995,2832.74,2837.75,2818.27,2822.43,2827.585
2630,1/31/18,1.34,2.11,29114.62,29114.62,29114.62,29114.62,29114.62,7443.25,7453.98,7381.13,7411.48,7427.365,2832.41,2839.26,2813.04,2823.81,2828.1099999999997
2631,2/1/18,1.42,2.11,29107.55,29107.55,29107.55,29107.55,29107.55,7377.17,7441.09,7362.28,7385.86,7381.514999999999,2816.45,2835.96,2812.7,2821.98,2819.215
2632,2/2/18,1.42,2.14,28500.29,28500.29,28500.29,28500.29,28500.29,7347.59,7364.43,7238.18,7240.95,7294.27,2808.92,2808.92,2759.97,2762.13,2785.525
2633,2/5/18,1.42,2.1,27365.89,27365.89,27365.89,27365.89,27365.89,7165.96,7277.35,6967.53,6967.53,7066.745,2741.06,2763.39,2638.17,2648.94,2695.0
2634,2/6/18,1.42,2.1,27804.76,27804.76,27804.76,27804.76,27804.76,6837.56,7126.55,6824.82,7115.88,6976.72,2614.78,2701.04,2593.07,2695.14,2654.96
2635,2/7/18,1.42,2.1,27690.99,27690.99,27690.99,27690.99,27690.99,7086.2,7170.34,7051.53,7051.98,7069.09,2690.95,2727.67,2681.33,2681.66,2686.305
2636,2/8/18,1.42,2.09,26677.14,26677.14,26677.14,26677.14,26677.14,7067.3,7073.99,6776.77,6777.16,6922.23,2685.01,2685.27,2580.56,2581.0,2633.005
2637,2/9/18,1.42,2.05,27049.03,27049.03,27049.03,27049.03,27049.03,6863.34,6917.01,6630.67,6874.49,6868.915,2601.78,2638.67,2532.69,2619.55,2610.665
2638,2/12/18,1.42,2.07,27410.14,27410.14,27410.14,27410.14,27410.14,6936.68,7023.62,6879.69,6981.96,6959.32,2636.75,2672.61,2622.45,2656.0,2646.375
2639,2/13/18,1.42,2.05,27486.72,27486.72,27486.72,27486.72,27486.72,6942.16,7025.68,6938.16,7013.51,6977.835,2646.27,2668.84,2637.08,2662.94,2654.605
2640,2/14/18,1.42,2.09,27876.99,27876.99,27876.99,27876.99,27876.99,6979.24,7152.05,6977.07,7143.62,7061.43,2651.21,2702.1,2648.87,2698.63,2674.92
2641,2/15/18,1.42,2.11,28204.25,28204.25,28204.25,28204.25,28204.25,7200.75,7256.93,7130.39,7256.43,7228.59,2713.46,2731.51,2689.82,2731.2,2722.33
2642,2/16/18,1.42,2.09,28221.77,28221.77,28221.77,28221.77,28221.77,7236.52,7303.26,7226.38,7239.47,7237.995000000001,2727.14,2754.42,2725.11,2732.22,2729.68
2644,2/20/18,1.42,2.1,28051.53,28051.53,28051.53,28051.53,28051.53,7209.03,7295.94,7206.0,7234.31,7221.67,2726.01,2737.6,2706.76,2716.26,2721.135
2645,2/21/18,1.42,2.12,27916.64,27916.64,27916.64,27916.64,27916.64,7258.48,7338.64,7218.1,7218.23,7238.355,2720.53,2747.75,2701.29,2701.33,2710.9300000000003
2646,2/22/18,1.42,2.11,27929.63,27929.63,27929.63,27929.63,27929.63,7252.47,7280.93,7194.84,7210.09,7231.280000000001,2710.42,2731.26,2697.77,2703.96,2707.19
2647,2/23/18,1.42,2.12,28360.04,28360.04,28360.04,28360.04,28360.04,7261.35,7337.83,7232.5,7337.39,7299.370000000001,2715.8,2747.76,2713.74,2747.3,2731.55
2648,2/26/18,1.42,2.13,28664.17,28664.17,28664.17,28664.17,28664.17,7373.3,7421.85,7360.25,7421.46,7397.38,2757.37,2780.64,2753.78,2779.6,2768.4849999999997
2649,2/27/18,1.42,2.13,28295.43,28295.43,28295.43,28295.43,28295.43,7416.17,7438.09,7330.35,7330.35,7373.26,2780.45,2789.15,2744.22,2744.28,2762.365
2650,2/28/18,1.35,2.12,27980.7,27980.7,27980.7,27980.7,27980.7,7371.41,7386.8,7273.01,7273.01,7322.21,2753.78,2761.52,2713.54,2713.83,2733.8050000000003
2651,3/1/18,1.42,2.1,27650.2,27650.2,27650.2,27650.2,27650.2,7274.75,7307.84,7117.66,7180.56,7227.655000000001,2715.22,2730.89,2659.65,2677.67,2696.4449999999997
2652,3/2/18,1.42,2.12,27829.55,27829.55,27829.55,27829.55,27829.55,7099.54,7267.19,7084.83,7257.87,7178.705,2658.89,2696.25,2647.32,2691.25,2675.0699999999997
2653,3/5/18,1.42,2.13,28132.59,28132.59,28132.59,28132.59,28132.59,7222.89,7350.07,7205.31,7330.7,7276.795,2681.06,2728.09,2675.75,2720.94,2701.0
2654,3/6/18,1.42,2.12,28237.63,28237.63,28237.63,28237.63,28237.63,7366.61,7378.03,7319.68,7372.01,7369.3099999999995,2730.18,2732.08,2711.26,2728.12,2729.1499999999996
2655,3/7/18,1.42,2.13,28252.17,28252.17,28252.17,28252.17,28252.17,7311.73,7403.79,7311.73,7396.65,7354.19,2710.18,2730.6,2701.74,2726.8,2718.49
2656,3/8/18,1.42,2.11,28355.92,28355.92,28355.92,28355.92,28355.92,7422.77,7435.01,7391.5,7427.95,7425.360000000001,2732.75,2740.45,2722.65,2738.97,2735.8599999999997
2657,3/9/18,1.42,2.12,28833.4,28833.4,28833.4,28833.4,28833.4,7475.98,7560.81,7469.03,7560.81,7518.395,2752.91,2786.57,2751.54,2786.57,2769.74
2658,3/12/18,1.42,2.1,28815.67,28815.67,28815.67,28815.67,28815.67,7581.04,7609.1,7563.44,7588.32,7584.68,2790.54,2796.98,2779.26,2783.02,2786.7799999999997
2659,3/13/18,1.42,2.09,28635.48,28635.48,28635.48,28635.48,28635.48,7627.52,7637.27,7492.98,7511.01,7569.265,2792.31,2801.9,2758.68,2765.31,2778.81
2660,3/14/18,1.42,2.07,28478.47,28478.47,28478.47,28478.47,28478.47,7539.78,7544.89,7473.9,7496.81,7518.295,2774.06,2777.11,2744.38,2749.48,2761.77
2661,3/15/18,1.43,2.08,28438.08,28438.08,28438.08,28438.08,28438.08,7509.24,7525.44,7463.18,7481.74,7495.49,2754.27,2763.03,2741.47,2747.33,2750.8
2662,3/16/18,1.43,2.08,28505.36,28505.36,28505.36,28505.36,28505.36,7504.37,7514.21,7473.68,7481.99,7493.18,2750.57,2761.85,2749.97,2752.01,2751.29
2663,3/19/18,1.43,2.08,28120.03,28120.03,28120.03,28120.03,28120.03,7419.2,7421.23,7285.27,7344.24,7381.719999999999,2741.38,2741.38,2694.59,2712.92,2727.15
2664,3/20/18,1.44,2.08,28159.66,28159.66,28159.66,28159.66,28159.66,7353.25,7380.74,7331.23,7364.3,7358.775,2715.05,2724.22,2710.05,2716.94,2715.995
2665,3/21/18,1.44,2.09,28137.22,28137.22,28137.22,28137.22,28137.22,7347.5,7415.66,7325.35,7345.29,7346.395,2714.99,2739.14,2709.79,2711.93,2713.46
2666,3/22/18,1.68,2.08,27441.45,27441.45,27441.45,27441.45,27441.45,7257.55,7303.19,7164.38,7166.68,7212.115,2691.36,2695.68,2641.59,2643.69,2667.525
2667,3/23/18,1.68,2.07,26873.36,26873.36,26873.36,26873.36,26873.36,7170.68,7194.31,6992.66,6992.67,7081.675,2646.71,2657.67,2585.89,2588.26,2617.485
2668,3/26/18,1.68,2.08,27577.16,27577.16,27577.16,27577.16,27577.16,7125.2,7225.84,7022.34,7220.54,7172.87,2619.35,2661.36,2601.81,2658.55,2638.95
2669,3/27/18,1.68,2.07,27094.15,27094.15,27094.15,27094.15,27094.15,7255.47,7255.54,6963.68,7008.81,7132.14,2667.57,2674.78,2596.12,2612.62,2640.0950000000003
2670,3/28/18,1.68,2.05,27019.04,27019.04,27019.04,27019.04,27019.04,6978.3,7036.09,6901.07,6949.23,6963.764999999999,2611.3,2632.65,2593.06,2605.0,2608.15
2671,3/29/18,1.68,2.05,27383.02,27383.02,27383.02,27383.02,27383.02,6984.65,7120.47,6935.78,7063.44,7024.045,2614.41,2659.07,2609.72,2640.87,2627.64
2673,4/2/18,1.68,2.05,26766.27,26766.27,26766.27,26766.27,26766.27,7016.17,7044.71,6805.96,6870.12,6943.145,2633.45,2638.3,2553.8,2581.88,2607.665
2674,4/3/18,1.69,2.08,27098.78,27098.78,27098.78,27098.78,27098.78,6924.35,6963.71,6835.23,6941.28,6932.8150000000005,2592.17,2619.14,2575.49,2614.45,2603.31
2675,4/4/18,1.69,2.08,27410.17,27410.17,27410.17,27410.17,27410.17,6811.77,7059.29,6811.77,7042.11,6926.9400000000005,2584.04,2649.86,2573.61,2644.69,2614.365
